CLIENTE;STATUSx;STATUS;IDADE;BIDADE_1;BIDADE_2;BIDADE_3;BIDADE_4;UNIFED;BSTATE_SP;BSTATE_RJ;FONE;BFONE;INSTRU;BINST_PR_SEC;BINST_SUP;CARTAO;BCARD;RESTR;BRESTR;RESID;BRESID;ATRASO;FICCAO;BFIX;NAOFICCAO;BNOFIX;AUTOAJUDA;BAUTAJ;CATEG
LDOR_0530;BOM;BOM;46;1;1;1;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;ALUG;0;2;SIM;1;NAO;0;NAO;0;1
LDOR_0531;BOM;BOM;33;1;0;0;0;OUTROS;0;0;SIM;1;SUP;0;1;NAO;0;SIM;1;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_0532;BOM;BOM;25;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;NAO;0;NAO;0;SIM;1;0
LDOR_0533;BOM;BOM;28;0;0;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;NAO;0;NAO;0;ALUG;0;1;NAO;0;NAO;0;NAO;0;0
LDOR_0534;MAU;MAU;34;1;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;36;SIM;1;NAO;0;NAO;0;0
LDOR_0535;BOM;BOM;51;1;1;1;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;ALUG;0;0;SIM;1;NAO;0;NAO;0;0
LDOR_0536;BOM;BOM;47;1;1;1;0;RJ;0;1;NÃO;0;MV;0;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;SIM;1;1
LDOR_0537;BOM;BOM;35;1;0;0;0;RJ;0;1;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;24;SIM;1;NAO;0;SIM;1;1
LDOR_0538;MAU;MAU;48;1;1;1;0;SP;1;0;SIM;1;MV;0;0;NAO;0;NAO;0;PROP;1;37;NAO;0;NAO;0;SIM;1;1
LDOR_0539;BOM;BOM;51;1;1;1;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;MV;0;NAO;0;PROP;1;0;SIM;1;NAO;0;SIM;1;1
LDOR_0540;BOM;BOM;41;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;SIM;0;SIM;1;1
LDOR_0541;BOM;BOM;33;1;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;SIM;1;PROP;1;2;SIM;1;NAO;0;NAO;0;1
LDOR_0542;BOM;BOM;32;1;0;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;3;SIM;1;NAO;0;NAO;0;1
LDOR_0543;MAU;MAU;22;0;0;0;0;SP;1;0;NÃO;0;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;36;SIM;1;NAO;1;NAO;0;0
LDOR_0544;BOM;BOM;30;0;0;0;0;SP;1;0;NÃO;0;MV;0;0;SIM;1;NAO;0;PROP;1;4;NAO;0;NAO;0;NAO;0;0
LDOR_0545;BOM;BOM;44;1;1;1;0;RJ;0;1;SIM;1;MV;0;0;NAO;0;NAO;0;PROP;1;26;SIM;1;SIM;0;NAO;0;1
LDOR_0546;BOM;BOM;38;1;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;23;NAO;0;NAO;0;NAO;0;0
LDOR_0547;MAU;MAU;32;1;0;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;SIM;1;PROP;1;35;SIM;1;NAO;0;NAO;0;0
LDOR_0548;BOM;BOM;29;0;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;1
LDOR_0549;BOM;BOM;46;1;1;1;0;RJ;0;1;SIM;1;SUP;0;1;MV;0;NAO;0;PROP;1;1;NAO;0;NAO;0;NAO;0;0
LDOR_0550;BOM;BOM;51;1;1;1;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;SIM;1;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_0551;BOM;BOM;39;1;1;0;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;2;SIM;1;NAO;0;NAO;0;1
LDOR_0552;BOM;BOM;41;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;NAO;0;SIM;1;PROP;1;1;SIM;1;NAO;0;NAO;0;1
LDOR_0553;BOM;BOM;36;1;0;0;0;OUTROS;0;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;1;NAO;0;NAO;0;SIM;1;1
LDOR_0554;BOM;BOM;31;0;0;0;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;ALUG;0;3;SIM;1;NAO;0;NAO;0;0
LDOR_0555;BOM;BOM;33;1;0;0;0;RJ;0;1;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;16;NAO;0;NAO;1;NAO;0;0
LDOR_0556;BOM;BOM;61;1;1;1;1;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_0557;BOM;BOM;63;1;1;1;1;SP;1;0;SIM;1;MV;0;0;SIM;1;SIM;1;PROP;1;5;SIM;1;NAO;0;NAO;0;1
LDOR_0558;BOM;BOM;25;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_0559;BOM;BOM;38;1;0;0;0;RJ;0;1;SIM;1;MV;0;0;NAO;0;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_0560;BOM;BOM;43;1;1;0;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;NAO;0;NAO;0;SIM;1;1
LDOR_0561;BOM;BOM;48;1;1;1;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_0562;BOM;BOM;44;1;1;1;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_0563;BOM;BOM;33;1;0;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;ALUG;0;0;SIM;1;NAO;0;SIM;1;1
LDOR_0564;BOM;BOM;27;0;0;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;12;NAO;0;NAO;0;SIM;1;1
LDOR_0565;BOM;BOM;19;0;0;0;0;RJ;0;1;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;1;SIM;1;SIM;0;NAO;0;1
LDOR_0566;BOM;BOM;36;1;0;0;0;OUTROS;0;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;SIM;1;0
LDOR_0567;BOM;BOM;31;0;0;0;0;RJ;0;1;SIM;1;MV;0;0;SIM;1;SIM;1;PROP;1;1;SIM;1;NAO;1;NAO;0;0
LDOR_0568;BOM;BOM;19;0;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;2;NAO;0;NAO;0;SIM;1;0
LDOR_0569;MAU;MAU;43;1;1;0;0;OUTROS;0;0;SIM;1;MV;0;0;NAO;0;SIM;1;ALUG;0;31;SIM;1;NAO;0;NAO;0;0
LDOR_0570;BOM;BOM;30;0;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;7;NAO;0;NAO;0;NAO;0;0
LDOR_0571;BOM;BOM;25;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;1;NAO;0;NAO;0;SIM;1;1
LDOR_0572;MAU;MAU;26;0;0;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;ALUG;0;34;SIM;1;NAO;0;SIM;1;1
LDOR_0573;BOM;BOM;34;1;0;0;0;SP;1;0;NÃO;0;SUP;0;1;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_0574;BOM;BOM;23;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_0575;BOM;BOM;37;1;0;0;0;OUTROS;0;0;SIM;1;MV;0;0;NAO;0;SIM;1;ALUG;0;24;SIM;1;NAO;0;NAO;0;0
LDOR_0576;BOM;BOM;40;1;1;0;0;OUTROS;0;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;1
LDOR_0577;BOM;BOM;40;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;ALUG;0;4;SIM;1;NAO;0;SIM;1;1
LDOR_0578;MAU;MAU;37;1;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;37;NAO;0;SIM;0;SIM;1;0
LDOR_0579;BOM;BOM;38;1;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;NAO;0;NAO;0;NAO;0;0
LDOR_0580;BOM;BOM;53;1;1;1;1;SP;1;0;SIM;1;MV;0;0;SIM;1;SIM;1;ALUG;0;0;NAO;0;NAO;0;SIM;1;1
LDOR_0581;MAU;MAU;43;1;1;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;NAO;0;SIM;1;PROP;1;39;SIM;1;NAO;0;NAO;0;0
LDOR_0582;BOM;BOM;61;1;1;1;1;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;SIM;1;1
LDOR_0583;BOM;BOM;70;1;1;1;1;RJ;0;1;NÃO;0;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;1;NAO;0;NAO;0;SIM;1;1
LDOR_0584;BOM;BOM;31;0;0;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;15;SIM;1;NAO;0;NAO;0;0
LDOR_0585;BOM;BOM;53;1;1;1;1;OUTROS;0;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;SIM;1;NAO;0;SIM;1;1
LDOR_0586;BOM;BOM;41;1;1;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;ALUG;0;1;NAO;0;NAO;0;NAO;0;0
LDOR_0587;BOM;BOM;39;1;1;0;0;RJ;0;1;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;2;SIM;1;NAO;0;NAO;0;0
LDOR_0588;BOM;BOM;27;0;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;ALUG;0;2;SIM;1;NAO;0;NAO;0;0
LDOR_0589;BOM;BOM;42;1;1;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;2;NAO;0;NAO;0;NAO;0;0
LDOR_0590;BOM;BOM;50;1;1;1;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_0591;BOM;BOM;28;0;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_0592;BOM;BOM;41;1;1;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;ALUG;0;0;SIM;1;NAO;0;NAO;0;1
LDOR_0593;BOM;BOM;61;1;1;1;1;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_0594;BOM;BOM;57;1;1;1;1;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;3;NAO;0;NAO;0;NAO;0;0
LDOR_0595;MAU;MAU;49;1;1;1;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;40;NAO;0;NAO;0;SIM;1;0
LDOR_0596;BOM;BOM;47;1;1;1;0;OUTROS;0;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_0597;BOM;BOM;72;1;1;1;1;RJ;0;1;SIM;1;MV;0;0;SIM;1;NAO;0;ALUG;0;0;NAO;0;NAO;0;SIM;1;0
LDOR_0598;BOM;BOM;26;0;0;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;2;SIM;1;NAO;0;NAO;0;1
LDOR_0599;BOM;BOM;50;1;1;1;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;SIM;1;1
LDOR_0600;BOM;BOM;39;1;1;0;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;1
LDOR_0601;BOM;BOM;29;0;0;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;ALUG;0;1;NAO;0;NAO;0;SIM;1;1
LDOR_0602;BOM;BOM;26;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;ALUG;0;0;SIM;1;NAO;0;NAO;0;0
LDOR_0603;BOM;BOM;44;1;1;1;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;3;SIM;1;NAO;0;NAO;0;1
LDOR_0604;BOM;BOM;40;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;SIM;1;NAO;1;NAO;0;1
LDOR_0605;BOM;BOM;38;1;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_0606;BOM;BOM;88;1;1;1;1;RJ;0;1;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;SIM;1;1
LDOR_0607;BOM;BOM;38;1;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_0608;BOM;BOM;36;1;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;SIM;0;NAO;0;0
LDOR_0609;MAU;MAU;34;1;0;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;SIM;1;ALUG;0;42;NAO;0;NAO;0;SIM;1;1
LDOR_0610;MAU;MAU;43;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;31;NAO;0;NAO;0;SIM;1;1
LDOR_0611;BOM;BOM;70;1;1;1;1;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;3;SIM;1;NAO;0;SIM;1;1
LDOR_0612;BOM;BOM;35;1;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;ALUG;0;5;SIM;1;NAO;0;NAO;0;0
LDOR_0613;BOM;BOM;29;0;0;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;ALUG;0;7;SIM;1;NAO;1;SIM;1;1
LDOR_0614;MAU;MAU;45;1;1;1;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;SIM;1;PROP;1;37;NAO;0;NAO;0;SIM;1;0
LDOR_0615;BOM;BOM;43;1;1;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;ALUG;0;1;SIM;1;NAO;1;SIM;1;1
LDOR_0616;BOM;BOM;60;1;1;1;1;OUTROS;0;0;NÃO;0;MV;0;0;SIM;1;NAO;0;PROP;1;1;SIM;1;SIM;0;SIM;1;1
LDOR_0617;BOM;BOM;29;0;0;0;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;ALUG;0;0;SIM;1;NAO;0;SIM;1;1
LDOR_0618;BOM;BOM;43;1;1;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;NAO;0;NAO;1;SIM;1;0
LDOR_0619;BOM;BOM;26;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;ALUG;0;1;SIM;1;NAO;0;NAO;0;0
LDOR_0620;BOM;BOM;28;0;0;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;SIM;1;1
LDOR_0621;BOM;BOM;30;0;0;0;0;SP;1;0;NÃO;0;MV;0;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_0622;BOM;BOM;80;1;1;1;1;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_0623;BOM;BOM;42;1;1;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;3;SIM;1;NAO;0;NAO;0;1
LDOR_0624;BOM;BOM;81;1;1;1;1;SP;1;0;NÃO;0;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_0625;BOM;BOM;48;1;1;1;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;14;SIM;1;NAO;0;SIM;1;1
LDOR_0626;MAU;MAU;40;1;1;0;0;OUTROS;0;0;SIM;1;SUP;0;1;NAO;0;NAO;0;ALUG;0;35;NAO;0;NAO;0;SIM;1;1
LDOR_0627;BOM;BOM;31;0;0;0;0;RJ;0;1;SIM;1;MV;0;0;SIM;1;SIM;1;PROP;1;10;SIM;1;NAO;0;NAO;0;1
LDOR_0628;MAU;MAU;23;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;34;SIM;1;NAO;0;NAO;0;0
LDOR_0629;BOM;BOM;65;1;1;1;1;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;18;SIM;1;NAO;0;NAO;0;1
LDOR_0630;BOM;BOM;29;0;0;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;NAO;0;NAO;0;PROP;1;1;NAO;0;NAO;0;SIM;1;0
LDOR_0631;BOM;BOM;51;1;1;1;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;SIM;1;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_0632;BOM;BOM;41;1;1;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;ALUG;0;1;SIM;1;NAO;0;NAO;0;1
LDOR_0633;BOM;BOM;45;1;1;1;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_0634;BOM;BOM;43;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;SIM;1;NAO;0;NAO;0;0
LDOR_0635;BOM;BOM;40;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;SIM;1;ALUG;0;1;SIM;1;NAO;0;NAO;0;1
LDOR_0636;BOM;BOM;39;1;1;0;0;RJ;0;1;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;3;SIM;1;NAO;0;NAO;0;1
LDOR_0637;BOM;BOM;50;1;1;1;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;20;SIM;1;NAO;0;NAO;0;1
LDOR_0638;BOM;BOM;60;1;1;1;1;OUTROS;0;0;NÃO;0;MV;0;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;SIM;1;1
LDOR_0639;BOM;BOM;20;0;0;0;0;OUTROS;0;0;NÃO;0;PRIM & SEC;1;0;SIM;1;SIM;1;PROP;1;1;NAO;0;NAO;0;NAO;0;0
LDOR_0640;BOM;BOM;23;0;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_0641;BOM;BOM;47;1;1;1;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;SIM;1;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_0642;BOM;BOM;64;1;1;1;1;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;3;NAO;0;NAO;0;NAO;0;0
LDOR_0643;BOM;BOM;29;0;0;0;0;RJ;0;1;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_0644;MAU;MAU;46;1;1;1;0;SP;1;0;NÃO;0;PRIM & SEC;1;0;SIM;1;SIM;1;PROP;1;38;SIM;1;NAO;0;SIM;1;1
LDOR_0645;BOM;BOM;72;1;1;1;1;RJ;0;1;SIM;1;MV;0;0;SIM;1;NAO;0;ALUG;0;1;SIM;1;NAO;0;NAO;0;1
LDOR_0646;BOM;BOM;49;1;1;1;0;OUTROS;0;0;NÃO;0;PRIM & SEC;1;0;NAO;0;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_0647;MAU;MAU;59;1;1;1;1;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;44;SIM;1;NAO;0;NAO;0;0
LDOR_0648;BOM;BOM;45;1;1;1;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;NAO;0;NAO;0;ALUG;0;1;SIM;1;NAO;0;SIM;1;1
LDOR_0649;BOM;BOM;71;1;1;1;1;RJ;0;1;SIM;1;PRIM & SEC;1;0;MV;0;NAO;0;PROP;1;2;SIM;1;NAO;0;SIM;1;1
LDOR_0650;BOM;BOM;52;1;1;1;1;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;1
LDOR_0651;BOM;BOM;40;1;1;0;0;OUTROS;0;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_0652;BOM;BOM;37;1;0;0;0;OUTROS;0;0;SIM;1;MV;0;0;NAO;0;SIM;1;ALUG;0;0;NAO;0;NAO;0;NAO;0;0
LDOR_0653;MAU;MAU;51;1;1;1;0;OUTROS;0;0;SIM;1;PRIM & SEC;1;0;SIM;1;SIM;1;PROP;1;39;SIM;1;NAO;0;SIM;1;1
LDOR_0654;BOM;BOM;38;1;0;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_0655;BOM;BOM;39;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;ALUG;0;1;SIM;1;NAO;0;NAO;0;0
LDOR_0656;BOM;BOM;51;1;1;1;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;MV;0;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_0657;BOM;BOM;52;1;1;1;1;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;5;SIM;1;NAO;0;SIM;1;1
LDOR_0658;BOM;BOM;45;1;1;1;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;1
LDOR_0659;MAU;MAU;20;0;0;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;SIM;1;PROP;1;42;NAO;0;NAO;0;SIM;1;1
LDOR_0660;MAU;MAU;33;1;0;0;0;SP;1;0;NÃO;0;MV;0;0;SIM;1;SIM;1;PROP;1;32;SIM;1;NAO;0;NAO;0;0
LDOR_0661;BOM;BOM;57;1;1;1;1;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_0662;BOM;BOM;35;1;0;0;0;RJ;0;1;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;NAO;0;NAO;0;SIM;1;1
LDOR_0663;BOM;BOM;31;0;0;0;0;OUTROS;0;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;1
LDOR_0664;BOM;BOM;39;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_0665;BOM;BOM;51;1;1;1;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;0;NAO;0;0
LDOR_0666;BOM;BOM;34;1;0;0;0;SP;1;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;2;SIM;1;NAO;0;NAO;0;0
LDOR_0667;BOM;BOM;40;1;1;0;0;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;NAO;0;NAO;0;SIM;1;1
LDOR_0668;BOM;BOM;35;1;0;0;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;2;NAO;0;NAO;0;SIM;1;1
LDOR_0669;BOM;BOM;37;1;0;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;2;NAO;0;NAO;1;NAO;0;0
LDOR_0670;BOM;BOM;67;1;1;1;1;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;SIM;1;0
LDOR_0671;BOM;BOM;36;1;0;0;0;OUTROS;0;0;SIM;1;MV;0;0;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_0672;BOM;BOM;30;0;0;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;0;SIM;1;NAO;1;NAO;0;1
LDOR_0673;BOM;BOM;43;1;1;0;0;SP;1;0;SIM;1;SUP;0;1;NAO;0;NAO;0;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_0674;BOM;BOM;40;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;SIM;1;NAO;0;ALUG;0;1;SIM;1;NAO;1;NAO;0;1
LDOR_0675;BOM;BOM;46;1;1;1;0;SP;1;0;SIM;1;PRIM & SEC;1;0;NAO;0;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;1
LDOR_0676;BOM;BOM;54;1;1;1;1;RJ;0;1;SIM;1;MV;0;0;SIM;1;NAO;0;ALUG;0;0;SIM;1;NAO;0;NAO;0;1
LDOR_0677;BOM;BOM;45;1;1;1;0;RJ;0;1;SIM;1;PRIM & SEC;1;0;SIM;1;NAO;0;PROP;1;2;SIM;1;NAO;0;NAO;0;1
LDOR_0678;MAU;MAU;40;1;1;0;0;SP;1;0;SIM;1;PRIM & SEC;1;0;SIM;1;SIM;1;ALUG;0;37;NAO;0;SIM;0;SIM;1;0
LDOR_0679;BOM;BOM;53;1;1;1;1;SP;1;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;1;SIM;1;NAO;0;NAO;0;0
LDOR_0680;BOM;BOM;41;1;1;0;0;RJ;0;1;SIM;1;SUP;0;1;NAO;0;SIM;1;PROP;1;14;NAO;0;NAO;0;NAO;0;0
LDOR_0681;BOM;BOM;31;0;0;0;0;RJ;0;1;SIM;1;MV;0;0;SIM;1;SIM;1;PROP;1;0;NAO;0;NAO;0;NAO;0;0
LDOR_0682;BOM;BOM;74;1;1;1;1;RJ;0;1;SIM;1;SUP;0;1;MV;0;SIM;1;PROP;1;1;NAO;0;NAO;0;SIM;1;0
LDOR_0683;BOM;BOM;50;1;1;1;0;OUTROS;0;0;SIM;1;SUP;0;1;SIM;1;NAO;0;PROP;1;0;NAO;0;NAO;0;SIM;1;1
